team1;team2;goals1;goals2;pen1;pen2;idx
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;1;1;ND;ND;5
Ecuador;Senegal;3;0;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;0;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;4;0;ND;ND;13
Mexico;Poland;0;0;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;0;0;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;0;1;ND;ND;19
Denmark;Tunisia;0;0;ND;ND;20
France;Denmark;0;2;ND;ND;21
Tunisia;Australia;1;4;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;2;1;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;3;0;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;2;0;ND;ND;28
Japan;Spain;2;2;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;0;1;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;1;0;ND;ND;36
Brazil;Serbia;1;2;ND;ND;37
Switzerland;Cameroon;1;2;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;0;0;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;1;1;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;3;0;ND;ND;46
South_Korea;Portugal;1;3;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;United_States;5;2;ND;ND;49
Argentina;Denmark;0;1;ND;ND;50
Spain;Belgium;1;3;ND;ND;51
Serbia;Uruguay;0;1;ND;ND;52
Qatar;Wales;0;0;5;4;53
Mexico;Australia;2;3;ND;ND;54
Germany;Croatia;1;1;2;4;55
Brazil;Portugal;3;0;ND;ND;56
Netherlands;Denmark;0;2;ND;ND;57
Belgium;Uruguay;0;1;ND;ND;58
Qatar;Australia;3;1;ND;ND;59
Croatia;Brazil;1;0;ND;ND;60
Denmark;Uruguay;0;1;ND;ND;61
Qatar;Croatia;0;0;4;2;62
Denmark;Croatia;1;2;ND;ND;63
Uruguay;Qatar;0;1;ND;ND;64
Qatar;Ecuador;1;3;ND;ND;1
Senegal;Netherlands;1;2;ND;ND;2
Qatar;Senegal;2;1;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;1;1;ND;ND;5
Ecuador;Senegal;3;1;ND;ND;6
England;Iran;1;2;ND;ND;7
United_States;Wales;0;3;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;1;3;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;3;1;ND;ND;15
Poland;Saudi_Arabia;3;3;ND;ND;16
Poland;Argentina;1;4;ND;ND;17
Saudi_Arabia;Mexico;0;2;ND;ND;18
France;Australia;0;1;ND;ND;19
Denmark;Tunisia;3;2;ND;ND;20
France;Denmark;1;2;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;3;1;ND;ND;25
Germany;Japan;0;2;ND;ND;26
Spain;Germany;2;2;ND;ND;27
Japan;Costa_Rica;1;0;ND;ND;28
Japan;Spain;0;2;ND;ND;29
Costa_Rica;Germany;0;4;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;2;2;ND;ND;37
Switzerland;Cameroon;1;1;ND;ND;38
Brazil;Switzerland;2;3;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;2;2;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;3;2;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;1;1;ND;ND;46
South_Korea;Portugal;1;0;ND;ND;47
Ghana;Uruguay;0;2;ND;ND;48
Netherlands;United_States;1;0;ND;ND;49
Argentina;Australia;3;0;ND;ND;50
Spain;Croatia;2;1;ND;ND;51
Switzerland;Uruguay;1;0;ND;ND;52
Ecuador;Wales;0;2;ND;ND;53
Mexico;Denmark;1;4;ND;ND;54
Japan;Belgium;1;1;5;3;55
Serbia;Portugal;1;0;ND;ND;56
Netherlands;Argentina;1;0;ND;ND;57
Spain;Switzerland;1;1;4;5;58
Wales;Denmark;1;1;5;6;59
Japan;Serbia;1;1;4;3;60
Netherlands;Switzerland;0;1;ND;ND;61
Denmark;Japan;0;0;4;2;62
Netherlands;Japan;4;1;ND;ND;63
Switzerland;Denmark;1;0;ND;ND;64
Qatar;Ecuador;1;2;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;2;1;ND;ND;6
England;Iran;3;3;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;2;0;ND;ND;9
Wales;Iran;1;2;ND;ND;10
Wales;England;3;1;ND;ND;11
Iran;United_States;1;0;ND;ND;12
Argentina;Saudi_Arabia;4;2;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;3;0;ND;ND;16
Poland;Argentina;0;4;ND;ND;17
Saudi_Arabia;Mexico;0;0;ND;ND;18
France;Australia;3;1;ND;ND;19
Denmark;Tunisia;0;0;ND;ND;20
France;Denmark;2;0;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;2;2;ND;ND;24
Spain;Costa_Rica;1;2;ND;ND;25
Germany;Japan;0;0;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;0;2;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;3;1;ND;ND;31
Morocco;Croatia;2;0;ND;ND;32
Belgium;Morocco;4;1;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;0;1;ND;ND;35
Canada;Morocco;0;1;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;1;1;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;1;3;ND;ND;42
Portugal;Ghana;4;1;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;3;2;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;2;ND;ND;48
Netherlands;Wales;2;2;3;5;49
Argentina;Tunisia;2;0;ND;ND;50
Costa_Rica;Morocco;0;0;4;5;51
Brazil;Uruguay;0;0;4;5;52
Ecuador;Iran;0;0;5;6;53
Poland;France;1;1;5;3;54
Germany;Belgium;2;1;ND;ND;55
Switzerland;Portugal;1;1;5;4;56
Wales;Argentina;2;1;ND;ND;57
Morocco;Uruguay;0;3;ND;ND;58
Iran;Poland;2;3;ND;ND;59
Germany;Switzerland;0;0;2;4;60
Wales;Uruguay;1;0;ND;ND;61
Poland;Switzerland;1;0;ND;ND;62
Uruguay;Switzerland;1;2;ND;ND;63
Wales;Poland;0;0;3;4;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;2;3;ND;ND;2
Qatar;Senegal;2;2;ND;ND;3
Netherlands;Ecuador;2;1;ND;ND;4
Netherlands;Qatar;3;1;ND;ND;5
Ecuador;Senegal;0;1;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;3;0;ND;ND;9
Wales;Iran;1;3;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;1;0;ND;ND;12
Argentina;Saudi_Arabia;1;0;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;0;0;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;0;4;ND;ND;18
France;Australia;0;2;ND;ND;19
Denmark;Tunisia;0;0;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;0;1;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;0;0;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;2;1;ND;ND;28
Japan;Spain;0;0;ND;ND;29
Costa_Rica;Germany;1;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;2;1;ND;ND;32
Belgium;Morocco;0;2;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;2;1;ND;ND;36
Brazil;Serbia;2;1;ND;ND;37
Switzerland;Cameroon;2;1;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;0;2;ND;ND;41
Serbia;Switzerland;0;3;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;3;2;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;1;1;ND;ND;46
South_Korea;Portugal;0;2;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;Iran;2;2;4;1;49
Argentina;Australia;2;0;ND;ND;50
Germany;Canada;1;0;ND;ND;51
Brazil;Portugal;1;1;4;5;52
Senegal;England;1;0;ND;ND;53
Mexico;Denmark;0;4;ND;ND;54
Japan;Morocco;0;0;10;9;55
Switzerland;Uruguay;1;1;5;3;56
Netherlands;Argentina;1;2;ND;ND;57
Germany;Portugal;2;0;ND;ND;58
Senegal;Denmark;2;1;ND;ND;59
Japan;Switzerland;1;0;ND;ND;60
Argentina;Germany;1;1;3;2;61
Senegal;Japan;1;2;ND;ND;62
Germany;Senegal;2;1;ND;ND;63
Argentina;Japan;1;0;ND;ND;64
Qatar;Ecuador;2;0;ND;ND;1
Senegal;Netherlands;0;3;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;0;1;ND;ND;4
Netherlands;Qatar;2;2;ND;ND;5
Ecuador;Senegal;4;0;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;2;2;ND;ND;9
Wales;Iran;1;4;ND;ND;10
Wales;England;0;2;ND;ND;11
Iran;United_States;0;4;ND;ND;12
Argentina;Saudi_Arabia;2;1;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;2;3;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;1;4;ND;ND;18
France;Australia;2;2;ND;ND;19
Denmark;Tunisia;3;2;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;0;4;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;1;2;ND;ND;27
Japan;Costa_Rica;0;0;ND;ND;28
Japan;Spain;0;0;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;2;0;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;2;0;ND;ND;33
Croatia;Canada;1;1;ND;ND;34
Croatia;Belgium;0;4;ND;ND;35
Canada;Morocco;1;0;ND;ND;36
Brazil;Serbia;1;1;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;3;3;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;1;1;ND;ND;41
Serbia;Switzerland;1;2;ND;ND;42
Portugal;Ghana;3;1;ND;ND;43
Uruguay;South_Korea;0;1;ND;ND;44
Portugal;Uruguay;2;2;ND;ND;45
South_Korea;Ghana;2;2;ND;ND;46
South_Korea;Portugal;0;3;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Qatar;England;1;0;ND;ND;49
Mexico;Denmark;1;3;ND;ND;50
Germany;Canada;2;0;ND;ND;51
Switzerland;Uruguay;0;0;4;5;52
Ecuador;United_States;0;2;ND;ND;53
Argentina;France;0;1;ND;ND;54
Costa_Rica;Belgium;0;1;ND;ND;55
Brazil;Portugal;2;1;ND;ND;56
Qatar;Denmark;0;2;ND;ND;57
Germany;Uruguay;1;2;ND;ND;58
United_States;France;0;2;ND;ND;59
Belgium;Brazil;1;2;ND;ND;60
Denmark;Uruguay;0;1;ND;ND;61
France;Brazil;0;2;ND;ND;62
Denmark;France;2;0;ND;ND;63
Uruguay;Brazil;1;3;ND;ND;64
Qatar;Ecuador;1;3;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;0;1;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;0;0;ND;ND;8
England;United_States;2;0;ND;ND;9
Wales;Iran;0;2;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;2;2;ND;ND;13
Mexico;Poland;0;0;ND;ND;14
Argentina;Mexico;0;0;ND;ND;15
Poland;Saudi_Arabia;3;0;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;2;0;ND;ND;18
France;Australia;1;1;ND;ND;19
Denmark;Tunisia;3;0;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;0;1;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;0;1;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;3;2;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;1;2;ND;ND;29
Costa_Rica;Germany;0;0;ND;ND;30
Belgium;Canada;4;2;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;3;2;ND;ND;33
Croatia;Canada;3;2;ND;ND;34
Croatia;Belgium;0;2;ND;ND;35
Canada;Morocco;1;0;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;0;0;ND;ND;38
Brazil;Switzerland;4;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;2;1;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;4;1;ND;ND;44
Portugal;Uruguay;2;1;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Ecuador;England;1;1;4;2;49
Poland;Australia;1;2;ND;ND;50
Germany;Croatia;1;0;ND;ND;51
Brazil;Uruguay;1;0;ND;ND;52
Senegal;Iran;3;3;4;5;53
Saudi_Arabia;Denmark;0;1;ND;ND;54
Spain;Belgium;1;1;5;3;55
Cameroon;Portugal;1;4;ND;ND;56
Ecuador;Australia;1;0;ND;ND;57
Germany;Brazil;0;0;5;4;58
Iran;Denmark;1;4;ND;ND;59
Spain;Portugal;1;0;ND;ND;60
Ecuador;Germany;1;0;ND;ND;61
Denmark;Spain;1;3;ND;ND;62
Germany;Denmark;3;2;ND;ND;63
Ecuador;Spain;0;3;ND;ND;64
Qatar;Ecuador;1;2;ND;ND;1
Senegal;Netherlands;0;5;ND;ND;2
Qatar;Senegal;1;1;ND;ND;3
Netherlands;Ecuador;0;0;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;2;2;ND;ND;8
England;United_States;2;0;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;1;2;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;4;0;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;0;5;ND;ND;18
France;Australia;5;2;ND;ND;19
Denmark;Tunisia;2;3;ND;ND;20
France;Denmark;3;0;ND;ND;21
Tunisia;Australia;0;2;ND;ND;22
Tunisia;France;2;3;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;4;1;ND;ND;25
Germany;Japan;3;1;ND;ND;26
Spain;Germany;2;0;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;1;2;ND;ND;29
Costa_Rica;Germany;1;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;4;0;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;2;3;ND;ND;35
Canada;Morocco;3;0;ND;ND;36
Brazil;Serbia;1;1;ND;ND;37
Switzerland;Cameroon;4;1;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;2;3;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;5;0;ND;ND;43
Uruguay;South_Korea;1;1;ND;ND;44
Portugal;Uruguay;1;1;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;0;ND;ND;48
Netherlands;United_States;1;0;ND;ND;49
Argentina;Australia;1;0;ND;ND;50
Spain;Croatia;1;1;4;3;51
Serbia;South_Korea;2;0;ND;ND;52
Ecuador;England;1;0;ND;ND;53
Mexico;France;2;2;5;3;54
Germany;Belgium;1;3;ND;ND;55
Brazil;Portugal;2;2;4;5;56
Netherlands;Argentina;0;0;2;4;57
Spain;Serbia;2;2;4;2;58
Ecuador;Mexico;1;1;3;4;59
Belgium;Portugal;4;2;ND;ND;60
Argentina;Spain;0;1;ND;ND;61
Mexico;Belgium;0;1;ND;ND;62
Argentina;Mexico;1;1;4;5;63
Spain;Belgium;0;0;5;4;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;1;2;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;3;1;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;0;0;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;1;2;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;0;4;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;3;0;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;4;1;ND;ND;19
Denmark;Tunisia;3;1;ND;ND;20
France;Denmark;4;0;ND;ND;21
Tunisia;Australia;1;2;ND;ND;22
Tunisia;France;0;3;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;3;1;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;3;0;ND;ND;28
Japan;Spain;2;1;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;0;1;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;3;1;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;1;1;ND;ND;38
Brazil;Switzerland;1;0;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;1;0;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;0;1;ND;ND;44
Portugal;Uruguay;2;3;ND;ND;45
South_Korea;Ghana;3;2;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;United_States;2;0;ND;ND;49
Poland;Denmark;0;1;ND;ND;50
Japan;Canada;1;1;9;8;51
Brazil;Uruguay;1;0;ND;ND;52
Senegal;England;3;3;3;4;53
Argentina;France;4;0;ND;ND;54
Spain;Croatia;1;2;ND;ND;55
Serbia;Portugal;2;1;ND;ND;56
Netherlands;Denmark;2;1;ND;ND;57
Japan;Brazil;1;2;ND;ND;58
England;Argentina;0;3;ND;ND;59
Croatia;Serbia;0;0;7;8;60
Netherlands;Brazil;0;2;ND;ND;61
Argentina;Serbia;1;0;ND;ND;62
Netherlands;Serbia;1;0;ND;ND;63
Brazil;Argentina;2;2;6;7;64
Qatar;Ecuador;2;2;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;3;2;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;1;3;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;0;1;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;1;2;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;0;0;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;1;2;ND;ND;18
France;Australia;3;2;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;0;3;ND;ND;26
Spain;Germany;1;0;ND;ND;27
Japan;Costa_Rica;2;0;ND;ND;28
Japan;Spain;1;2;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;0;0;ND;ND;33
Croatia;Canada;0;1;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;0;0;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;3;3;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;1;3;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;1;4;ND;ND;47
Ghana;Uruguay;2;5;ND;ND;48
Netherlands;Iran;3;0;ND;ND;49
Argentina;France;2;0;ND;ND;50
Spain;Morocco;3;1;ND;ND;51
Switzerland;Uruguay;1;0;ND;ND;52
Ecuador;United_States;0;2;ND;ND;53
Mexico;Denmark;1;1;3;4;54
Japan;Canada;0;2;ND;ND;55
Brazil;Portugal;2;1;ND;ND;56
Netherlands;Argentina;2;3;ND;ND;57
Spain;Switzerland;3;0;ND;ND;58
United_States;Denmark;0;4;ND;ND;59
Canada;Brazil;2;1;ND;ND;60
Argentina;Spain;3;2;ND;ND;61
Denmark;Canada;2;3;ND;ND;62
Spain;Denmark;1;0;ND;ND;63
Argentina;Canada;3;0;ND;ND;64
Qatar;Ecuador;0;1;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;2;0;ND;ND;7
United_States;Wales;2;0;ND;ND;8
England;United_States;3;3;ND;ND;9
Wales;Iran;0;0;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;0;1;ND;ND;12
Argentina;Saudi_Arabia;1;1;ND;ND;13
Mexico;Poland;2;2;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;1;1;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;0;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;1;5;ND;ND;21
Tunisia;Australia;1;3;ND;ND;22
Tunisia;France;0;2;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;0;0;ND;ND;25
Germany;Japan;0;1;ND;ND;26
Spain;Germany;2;2;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;1;2;ND;ND;30
Belgium;Canada;0;0;ND;ND;31
Morocco;Croatia;1;3;ND;ND;32
Belgium;Morocco;2;2;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;0;3;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;0;1;ND;ND;38
Brazil;Switzerland;1;2;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;0;4;ND;ND;41
Serbia;Switzerland;2;4;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;2;0;ND;ND;44
Portugal;Uruguay;0;2;ND;ND;45
South_Korea;Ghana;1;1;ND;ND;46
South_Korea;Portugal;2;1;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;United_States;0;1;ND;ND;49
Argentina;Australia;4;0;ND;ND;50
Spain;Morocco;3;0;ND;ND;51
Brazil;South_Korea;0;0;4;5;52
Ecuador;England;1;2;ND;ND;53
Saudi_Arabia;Denmark;1;4;ND;ND;54
Germany;Croatia;1;2;ND;ND;55
Switzerland;Uruguay;1;1;4;5;56
United_States;Argentina;0;3;ND;ND;57
Spain;South_Korea;0;0;3;4;58
England;Denmark;1;4;ND;ND;59
Croatia;Uruguay;1;3;ND;ND;60
Argentina;South_Korea;4;1;ND;ND;61
Denmark;Uruguay;0;0;3;4;62
South_Korea;Denmark;1;1;4;2;63
Argentina;Uruguay;1;1;3;4;64
Qatar;Ecuador;1;4;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;0;0;ND;ND;3
